Ingredient,Dish,Meal,Date,Index,Vegetarian,Vegan,Gluten-Free
garlic,Sauteed Swiss Chard,dinner,2022-04-26,5,False,True,False
onions,Sauteed Swiss Chard,dinner,2022-04-26,5,False,True,False
chicken soup base,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
ham,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
carrot,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
celery,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
onion,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
potato,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
garlic,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
bay leaf,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
green peas,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
wine vinegar,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
salt,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
organic thyme ,Split Pea & Smoky Ham Soup,lunch,2022-05-02,7,False,False,True
apple,Spiced Apple Compote,breakfast,2022-05-06,8,False,True,True
cinnamon,Spiced Apple Compote,breakfast,2022-05-06,8,False,True,True
clove,Spiced Apple Compote,breakfast,2022-05-06,8,False,True,True
nutmeg,Spiced Apple Compote,breakfast,2022-05-06,8,False,True,True
cardamom,Spiced Apple Compote,breakfast,2022-05-06,8,False,True,True
pasta,Pasta Marinara,lunch,2022-05-02,10,False,True,False
marinara sauce,Pasta Marinara,lunch,2022-05-02,10,False,True,False
ravioli,Marinara Cheese Ravioli,dinner,2022-04-26,10,True,False,False
marinara sauce,Marinara Cheese Ravioli,dinner,2022-04-26,10,True,False,False
beans,Baked Beans,dinner,2022-04-29,3,False,True,True
water,Baked Beans,dinner,2022-04-29,3,False,True,True
brown sugar,Baked Beans,dinner,2022-04-29,3,False,True,True
salt,Baked Beans,dinner,2022-04-29,3,False,True,True
vinegar,Baked Beans,dinner,2022-04-29,3,False,True,True
mustard seed,Baked Beans,dinner,2022-04-29,3,False,True,True
salt,Baked Beans,dinner,2022-04-29,3,False,True,True
paprika,Baked Beans,dinner,2022-04-29,3,False,True,True
turmeric,Baked Beans,dinner,2022-04-29,3,False,True,True
modified corn starch,Baked Beans,dinner,2022-04-29,3,False,True,True
onion powder,Baked Beans,dinner,2022-04-29,3,False,True,True
caramel color,Baked Beans,dinner,2022-04-29,3,False,True,True
spice,Baked Beans,dinner,2022-04-29,3,False,True,True
garlic powder,Baked Beans,dinner,2022-04-29,3,False,True,True
natural flavor,Baked Beans,dinner,2022-04-29,3,False,True,True
pasta,Pasta Alfredo,lunch,2022-04-30,8,True,False,False
"white sauce (cream, butter, milk powder, flour, garlic, nutmeg, onion powder, white pepper, salt)",Pasta Alfredo,lunch,2022-04-30,8,True,False,False
mozzarella cheese,Pasta Alfredo,lunch,2022-04-30,8,True,False,False
cage free eggs,Scrambled Eggs,breakfast,2022-04-28,1,True,False,False
canola/olive oil blend,Scrambled Eggs,breakfast,2022-04-28,1,True,False,False
enriched wheat flour,Waffles,breakfast,2022-04-29,6,True,False,False
sugar,Waffles,breakfast,2022-04-29,6,True,False,False
soybean oil,Waffles,breakfast,2022-04-29,6,True,False,False
leavings,Waffles,breakfast,2022-04-29,6,True,False,False
buckwheat flour,Waffles,breakfast,2022-04-29,6,True,False,False
buttermilk,Waffles,breakfast,2022-04-29,6,True,False,False
natural flavors,Waffles,breakfast,2022-04-29,6,True,False,False
artificial flavors,Waffles,breakfast,2022-04-29,6,True,False,False
wheat bran,Waffles,breakfast,2022-04-29,6,True,False,False
rice flour,Waffles,breakfast,2022-04-29,6,True,False,False
yellow corn flour,Waffles,breakfast,2022-04-29,6,True,False,False
whole oat flour,Waffles,breakfast,2022-04-29,6,True,False,False
whey,Waffles,breakfast,2022-04-29,6,True,False,False
whole egg,Waffles,breakfast,2022-04-29,6,True,False,False
salt,Waffles,breakfast,2022-04-29,6,True,False,False
dextrose,Waffles,breakfast,2022-04-29,6,True,False,False
wheat starch,Waffles,breakfast,2022-04-29,6,True,False,False
natural flavors,Waffles,breakfast,2022-04-29,6,True,False,False
artificial flavor,Waffles,breakfast,2022-04-29,6,True,False,False
malted barley flour,Waffles,breakfast,2022-04-29,6,True,False,False
brown rice,Brown Rice Pilaf,dinner,2022-05-08,3,False,True,True
onions,Brown Rice Pilaf,dinner,2022-05-08,3,False,True,True
carrot,Brown Rice Pilaf,dinner,2022-05-08,3,False,True,True
cilantro,Brown Rice Pilaf,dinner,2022-05-08,3,False,True,True
lemon juice,Brown Rice Pilaf,dinner,2022-05-08,3,False,True,True
turmeric,Brown Rice Pilaf,dinner,2022-05-08,3,False,True,True
canola/olive oil blend,Brown Rice Pilaf,dinner,2022-05-08,3,False,True,True
salt,Brown Rice Pilaf,dinner,2022-05-08,3,False,True,True
enriched wheat flour,Waffles,breakfast,2022-04-27,6,True,False,False
sugar,Waffles,breakfast,2022-04-27,6,True,False,False
soybean oil,Waffles,breakfast,2022-04-27,6,True,False,False
leavings,Waffles,breakfast,2022-04-27,6,True,False,False
buckwheat flour,Waffles,breakfast,2022-04-27,6,True,False,False
buttermilk,Waffles,breakfast,2022-04-27,6,True,False,False
natural flavors,Waffles,breakfast,2022-04-27,6,True,False,False
artificial flavors,Waffles,breakfast,2022-04-27,6,True,False,False
wheat bran,Waffles,breakfast,2022-04-27,6,True,False,False
rice flour,Waffles,breakfast,2022-04-27,6,True,False,False
yellow corn flour,Waffles,breakfast,2022-04-27,6,True,False,False
whole oat flour,Waffles,breakfast,2022-04-27,6,True,False,False
whey,Waffles,breakfast,2022-04-27,6,True,False,False
whole egg,Waffles,breakfast,2022-04-27,6,True,False,False
salt,Waffles,breakfast,2022-04-27,6,True,False,False
dextrose,Waffles,breakfast,2022-04-27,6,True,False,False
wheat starch,Waffles,breakfast,2022-04-27,6,True,False,False
natural flavors,Waffles,breakfast,2022-04-27,6,True,False,False
artificial flavor,Waffles,breakfast,2022-04-27,6,True,False,False
malted barley flour,Waffles,breakfast,2022-04-27,6,True,False,False
white rice,Steamed Rice,lunch,2022-04-23,3,False,True,True
pasta,Pasta Alfredo,dinner,2022-05-07,9,True,False,False
"white sauce (cream, butter, milk powder, flour, garlic, nutmeg, onion powder, white pepper, salt)",Pasta Alfredo,dinner,2022-05-07,9,True,False,False
mozzarella cheese,Pasta Alfredo,dinner,2022-05-07,9,True,False,False
seasonal vegetables,Seasonal Steamed Vegetables,lunch,2022-05-06,4,False,True,True
cream,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
all purpose flour,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
potatoes,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
kale,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
onions,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
pork sausage,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
bacon,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
chicken soup base,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
garlic,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
salt,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
pepper,Sausage Potato & Kale Soup,lunch,2022-05-03,8,False,False,False
gluten free lentil pasta,Sundried Tomato Broccolini GF Pasta,lunch,2022-04-29,1,False,True,True
sundried tomato,Sundried Tomato Broccolini GF Pasta,lunch,2022-04-29,1,False,True,True
tomato,Sundried Tomato Broccolini GF Pasta,lunch,2022-04-29,1,False,True,True
broccolini,Sundried Tomato Broccolini GF Pasta,lunch,2022-04-29,1,False,True,True
lemon,Sundried Tomato Broccolini GF Pasta,lunch,2022-04-29,1,False,True,True
olive oil,Sundried Tomato Broccolini GF Pasta,lunch,2022-04-29,1,False,True,True
basil,Sundried Tomato Broccolini GF Pasta,lunch,2022-04-29,1,False,True,True
garlic,Sundried Tomato Broccolini GF Pasta,lunch,2022-04-29,1,False,True,True
red pepper flake,Sundried Tomato Broccolini GF Pasta,lunch,2022-04-29,1,False,True,True
salt,Sundried Tomato Broccolini GF Pasta,lunch,2022-04-29,1,False,True,True
pasta,Pasta Marinara,lunch,2022-04-25,10,False,True,False
marinara sauce,Pasta Marinara,lunch,2022-04-25,10,False,True,False
Seasonal Assortment of Fresh Vegetables,Performance Bar,lunch,2022-05-08,10,False,False,False
Salads,Performance Bar,lunch,2022-05-08,10,False,False,False
Beans,Performance Bar,lunch,2022-05-08,10,False,False,False
Whole Grains,Performance Bar,lunch,2022-05-08,10,False,False,False
Hard Boiled Eggs,Performance Bar,lunch,2022-05-08,10,False,False,False
Baked Chicken,Performance Bar,lunch,2022-05-08,10,False,False,False
Tofu,Performance Bar,lunch,2022-05-08,10,False,False,False
wheat flour,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
niacin,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
reduced iron,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
thiamin mononitrate,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
riboflavin,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
folic acid,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
malted barley flour,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
enzymes,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
ascorbic acid,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
sugar,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
soy flour,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
sodium bicarbonate,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
sodium aluminum phosphate,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
aluminum sulfate,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
monocalcium phosphate,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
canola or soybean oil,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
dextrose,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
salt,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
buttermilk,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
mono-diglycerides,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
soy lecithin,Buttermilk Pancakes,breakfast,2022-05-10,6,True,False,False
dehydrated mashed potato pearls,American Mashed Potatoes,lunch,2022-05-06,6,True,False,True
cream,American Mashed Potatoes,lunch,2022-05-06,6,True,False,True
whole milk,American Mashed Potatoes,lunch,2022-05-06,6,True,False,True
butter,American Mashed Potatoes,lunch,2022-05-06,6,True,False,True
salt,American Mashed Potatoes,lunch,2022-05-06,6,True,False,True
grass fed beef (halal),Mediterranean Beef,lunch,2022-04-30,0,False,False,True
lemon juice,Mediterranean Beef,lunch,2022-04-30,0,False,False,True
canola oil,Mediterranean Beef,lunch,2022-04-30,0,False,False,True
garlic,Mediterranean Beef,lunch,2022-04-30,0,False,False,True
oregano,Mediterranean Beef,lunch,2022-04-30,0,False,False,True
parsley,Mediterranean Beef,lunch,2022-04-30,0,False,False,True
black pepper,Mediterranean Beef,lunch,2022-04-30,0,False,False,True
paprika,Mediterranean Beef,lunch,2022-04-30,0,False,False,True
pasta,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
bolognese sauce (grass fed beef (halal),Pasta Bolognese,dinner,2022-05-04,10,False,False,False
mushroom blend,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
carrot,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
onions,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
celery,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
tomato concentrate,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
oregano,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
thyme,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
basil,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
rosemary,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
sage,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
beef stock,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
tomatoes,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
balsamic vinegar,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
garlic,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
canola/olive oil blend,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
bay leaf,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
pepper,Pasta Bolognese,dinner,2022-05-04,10,False,False,False
enriched wheat flour,Waffles,dinner,2022-04-28,6,True,False,False
sugar,Waffles,dinner,2022-04-28,6,True,False,False
soybean oil,Waffles,dinner,2022-04-28,6,True,False,False
leavings,Waffles,dinner,2022-04-28,6,True,False,False
buckwheat flour,Waffles,dinner,2022-04-28,6,True,False,False
buttermilk,Waffles,dinner,2022-04-28,6,True,False,False
natural flavors,Waffles,dinner,2022-04-28,6,True,False,False
artificial flavors,Waffles,dinner,2022-04-28,6,True,False,False
wheat bran,Waffles,dinner,2022-04-28,6,True,False,False
rice flour,Waffles,dinner,2022-04-28,6,True,False,False
yellow corn flour,Waffles,dinner,2022-04-28,6,True,False,False
whole oat flour,Waffles,dinner,2022-04-28,6,True,False,False
whey,Waffles,dinner,2022-04-28,6,True,False,False
whole egg,Waffles,dinner,2022-04-28,6,True,False,False
salt,Waffles,dinner,2022-04-28,6,True,False,False
dextrose,Waffles,dinner,2022-04-28,6,True,False,False
wheat starch,Waffles,dinner,2022-04-28,6,True,False,False
natural flavors,Waffles,dinner,2022-04-28,6,True,False,False
artificial flavor,Waffles,dinner,2022-04-28,6,True,False,False
malted barley flour,Waffles,dinner,2022-04-28,6,True,False,False
potato,Roasted Garlic Potato,lunch,2022-04-26,3,False,True,True
rosemary,Roasted Garlic Potato,lunch,2022-04-26,3,False,True,True
olive canola oil,Roasted Garlic Potato,lunch,2022-04-26,3,False,True,True
garlic,Roasted Garlic Potato,lunch,2022-04-26,3,False,True,True
thyme,Roasted Garlic Potato,lunch,2022-04-26,3,False,True,True
parsley,Roasted Garlic Potato,lunch,2022-04-26,3,False,True,True
salt,Roasted Garlic Potato,lunch,2022-04-26,3,False,True,True
smoked ham,Honey Baked Ham,lunch,2022-05-08,8,False,False,True
brown sugar,Honey Baked Ham,lunch,2022-05-08,8,False,False,True
ABF chicken (halal),Baked Chicken Breast,lunch,2022-05-05,2,False,False,True
canola/olive oil blend,Baked Chicken Breast,lunch,2022-05-05,2,False,False,True
salt,Baked Chicken Breast,lunch,2022-05-05,2,False,False,True
pasta,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
tomatoes,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
kale,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
cannellini beans,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
fire roasted tomatoes,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
onion,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
rosemary,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
parsley,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
thyme,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
basil,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
garlic,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
salt,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
pepper,Fagioli Pasta,dinner,2022-05-07,1,False,True,False
white rice,Yellow Spanish Rice,dinner,2022-05-09,3,False,True,True
bell peppers,Yellow Spanish Rice,dinner,2022-05-09,3,False,True,True
diced onion,Yellow Spanish Rice,dinner,2022-05-09,3,False,True,True
annatto seeds,Yellow Spanish Rice,dinner,2022-05-09,3,False,True,True
green peas,Yellow Spanish Rice,dinner,2022-05-09,3,False,True,True
"vegetable soup base (contains mushrooms, celery)",Yellow Spanish Rice,dinner,2022-05-09,3,False,True,True
garlic,Yellow Spanish Rice,dinner,2022-05-09,3,False,True,True
pepper,Yellow Spanish Rice,dinner,2022-05-09,3,False,True,True
eggplant,Babaganoush,dinner,2022-05-09,15,False,True,True
tahini,Babaganoush,dinner,2022-05-09,15,False,True,True
lemon juice,Babaganoush,dinner,2022-05-09,15,False,True,True
garlic,Babaganoush,dinner,2022-05-09,15,False,True,True
salt,Babaganoush,dinner,2022-05-09,15,False,True,True
potatoes,Tater Tots,breakfast,2022-05-04,3,False,True,False
canola oil,Tater Tots,breakfast,2022-05-04,3,False,True,False
soybean oil,Tater Tots,breakfast,2022-05-04,3,False,True,False
cottonseed oil,Tater Tots,breakfast,2022-05-04,3,False,True,False
sunflower oil,Tater Tots,breakfast,2022-05-04,3,False,True,False
corn oil,Tater Tots,breakfast,2022-05-04,3,False,True,False
dextrose,Tater Tots,breakfast,2022-05-04,3,False,True,False
natural flavor,Tater Tots,breakfast,2022-05-04,3,False,True,False
salt,Tater Tots,breakfast,2022-05-04,3,False,True,False
sodium acid pyrophosphate,Tater Tots,breakfast,2022-05-04,3,False,True,False
ground turkey,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
fire roasted tomatoes,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
onions,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
canola/olive oil blend,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
flour,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
habanero chili,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
cumin,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
oregano,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
ancho chili paste,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
pasilla negro chili powder,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
garlic,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
salt,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
chili powder,Texas Turkey Chili,lunch,2022-05-05,7,False,False,False
enriched wheat flour,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
malted barley flour,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
salt,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
sugar,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
datem,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
enzymes,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
l-cysteine,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
calcium sulfate,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
dextrose,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
yeast,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
calcium propionate,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
monoglycerides,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
diglycerides ,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
citric acid,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
cornmeal,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
soybean oil,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
palm oil,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
dehydrated garlic,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
salt,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
natural flavors,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
artificial flavors,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
citric acid,Garlic Breadstick,dinner,2022-05-04,6,True,False,False
enriched wheat flour,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
malted barley flour,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
salt,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
sugar,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
datem,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
enzymes,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
l-cysteine,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
calcium sulfate,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
dextrose,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
yeast,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
calcium propionate,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
monoglycerides,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
diglycerides ,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
citric acid,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
cornmeal,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
soybean oil,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
palm oil,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
dehydrated garlic,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
salt,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
natural flavors,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
artificial flavors,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
citric acid,Garlic Breadstick,lunch,2022-05-06,7,True,False,False
seasonal vegetables,Seasonal Steamed Vegetables,dinner,2022-04-25,4,False,True,True
wheat flour,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
niacin,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
reduced iron,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
thiamin mononitrate,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
riboflavin,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
folic acid,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
malted barley flour,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
enzymes,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
ascorbic acid,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
sugar,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
soy flour,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
sodium bicarbonate,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
sodium aluminum phosphate,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
aluminum sulfate,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
monocalcium phosphate,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
canola or soybean oil,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
dextrose,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
salt,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
buttermilk,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
mono-diglycerides,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
soy lecithin,Buttermilk Pancakes,breakfast,2022-04-28,6,True,False,False
enriched wheat flour,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
malted barley flour,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
salt,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
sugar,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
datem,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
enzymes,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
l-cysteine,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
calcium sulfate,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
dextrose,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
yeast,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
calcium propionate,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
monoglycerides,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
diglycerides ,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
citric acid,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
cornmeal,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
soybean oil,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
palm oil,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
dehydrated garlic,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
salt,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
natural flavors,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
artificial flavors,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
citric acid,Garlic Breadstick,lunch,2022-04-24,6,True,False,False
ABF chicken (halal),Lemon Oregano Chicken,lunch,2022-05-10,0,False,False,True
lemon juice,Lemon Oregano Chicken,lunch,2022-05-10,0,False,False,True
lime juice,Lemon Oregano Chicken,lunch,2022-05-10,0,False,False,True
canola/olive oil blend,Lemon Oregano Chicken,lunch,2022-05-10,0,False,False,True
garlic,Lemon Oregano Chicken,lunch,2022-05-10,0,False,False,True
parsley,Lemon Oregano Chicken,lunch,2022-05-10,0,False,False,True
oregano,Lemon Oregano Chicken,lunch,2022-05-10,0,False,False,True
salt,Lemon Oregano Chicken,lunch,2022-05-10,0,False,False,True
"gluten-free crust (water, tapioca starch, rice ﬂour, potato starch, chickpea ﬂour, milled ﬂaxseed, rice starch, olive oil, cane sugar, yeast, sea salt, psyllium, chicory root extract, xanthan gum, locust bean gum)","""Cheese"" Lover's Gluten Free Pizza",lunch,2022-04-28,2,False,True,True
plant based cheese,"""Cheese"" Lover's Gluten Free Pizza",lunch,2022-04-28,2,False,True,True
Seasonal Assortment of Fresh Vegetables,Performance Bar,dinner,2022-05-10,9,False,False,False
Salads,Performance Bar,dinner,2022-05-10,9,False,False,False
Beans,Performance Bar,dinner,2022-05-10,9,False,False,False
Whole Grains,Performance Bar,dinner,2022-05-10,9,False,False,False
Hard Boiled Eggs,Performance Bar,dinner,2022-05-10,9,False,False,False
Baked Chicken,Performance Bar,dinner,2022-05-10,9,False,False,False
Tofu,Performance Bar,dinner,2022-05-10,9,False,False,False
rice,Cuban Style Rice,dinner,2022-05-05,3,False,True,True
black beans,Cuban Style Rice,dinner,2022-05-05,3,False,True,True
onion,Cuban Style Rice,dinner,2022-05-05,3,False,True,True
salt,Cuban Style Rice,dinner,2022-05-05,3,False,True,True
turmeric,Cuban Style Rice,dinner,2022-05-05,3,False,True,True
paprika,Cuban Style Rice,dinner,2022-05-05,3,False,True,True
Seasonal Assortment of Fresh Vegetables,Performance Bar,lunch,2022-04-30,7,False,False,False
Salads,Performance Bar,lunch,2022-04-30,7,False,False,False
Beans,Performance Bar,lunch,2022-04-30,7,False,False,False
Whole Grains,Performance Bar,lunch,2022-04-30,7,False,False,False
Hard Boiled Eggs,Performance Bar,lunch,2022-04-30,7,False,False,False
Baked Chicken,Performance Bar,lunch,2022-04-30,7,False,False,False
Tofu,Performance Bar,lunch,2022-04-30,7,False,False,False
green beans,Sauteed Green Beans,dinner,2022-04-25,5,False,True,False
olive oil,Sauteed Green Beans,dinner,2022-04-25,5,False,True,False
garlic,Sauteed Green Beans,dinner,2022-04-25,5,False,True,False
pizza dough,Pepperoni Pizza,lunch,2022-04-28,0,False,False,False
tomato sauce,Pepperoni Pizza,lunch,2022-04-28,0,False,False,False
mozzarella cheese,Pepperoni Pizza,lunch,2022-04-28,0,False,False,False
pepperoni,Pepperoni Pizza,lunch,2022-04-28,0,False,False,False
broccolini,Sauteed Garlic Broccolini,dinner,2022-05-04,5,False,True,False
garlic,Sauteed Garlic Broccolini,dinner,2022-05-04,5,False,True,False
onion,Sauteed Garlic Broccolini,dinner,2022-05-04,5,False,True,False
canola/olive oil blend,Sauteed Garlic Broccolini,dinner,2022-05-04,5,False,True,False
black beans,Seasoned Black Beans,dinner,2022-05-06,7,False,True,True
canola/olive oil blend,Seasoned Black Beans,dinner,2022-05-06,7,False,True,True
